"iconURI","iconName","iconDefinition","svg"
"https://data.crow.nl/imv/def/J19-versmalling-l","J19-versmalling-l","Verkeersbord dat een waarschuwing aanduidt voor rijbaanversmalling links","https://data.crow.nl/imv/term/J19-versmalling-l"
"https://data.crow.nl/imv/def/F2-einde-inhaalverbod","F2-einde-inhaalverbod","Een verkeersbord dat het einde van het inhaalverbod voor motorvoertuigen aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F2.svg"
"https://data.crow.nl/imv/def/F2-einde-inhaalverbod","F2-einde-inhaalverbod","Een verkeersbord dat het einde van het inhaalverbod voor motorvoertuigen aangeeft.","https://data.crow.nl/imv/term/F2-einde-inhaalverbod"
"https://data.crow.nl/imv/def/H2-einde-bebouwde-kom","H2-einde-bebouwde-kom","Verkeersbord dat aanduidt dat de bebouwde kom eindigt","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/H2.svg"
"https://data.crow.nl/imv/def/H2-einde-bebouwde-kom","H2-einde-bebouwde-kom","Verkeersbord dat aanduidt dat de bebouwde kom eindigt","https://data.crow.nl/imv/term/H2-einde-bebouwde-kom"
"https://data.crow.nl/imv/def/G7-voetpad","G7-voetpad","Verkeersbord dat aanduidt dat het een voetpad betreft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G7.svg"
"https://data.crow.nl/imv/def/G7-voetpad","G7-voetpad","Verkeersbord dat aanduidt dat het een voetpad betreft","https://data.crow.nl/imv/term/G7-voetpad"
"https://data.crow.nl/imv/def/F11-passeerbaan","F11-passeerbaan","Een verkeersbord dat verplicht gebruik van een passeerbaan aangeeft voor specifieke voertuigen.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F11.svg"
"https://data.crow.nl/imv/def/F11-passeerbaan","F11-passeerbaan","Een verkeersbord dat verplicht gebruik van een passeerbaan aangeeft voor specifieke voertuigen.","https://data.crow.nl/imv/term/F11-passeerbaan"
"https://data.crow.nl/imv/def/A4-adviessnelheid","A4-adviessnelheid","Verkeersbord dat de wettelijke maximumsnelheid aangeeft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/A4.svg"
"https://data.crow.nl/imv/def/A4-adviessnelheid","A4-adviessnelheid","Verkeersbord dat de wettelijke maximumsnelheid aangeeft","https://data.crow.nl/imv/term/A4-adviessnelheid"
"https://data.crow.nl/imv/def/F4-einde-inhaalverbod-vrachtauto","F4-einde-inhaalverbod-vrachtauto","Een verkeersbord dat het einde van het inhaalverbod voor vrachtauto's aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F4.svg"
"https://data.crow.nl/imv/def/F4-einde-inhaalverbod-vrachtauto","F4-einde-inhaalverbod-vrachtauto","Een verkeersbord dat het einde van het inhaalverbod voor vrachtauto's aangeeft.","https://data.crow.nl/imv/term/F4-einde-inhaalverbod-vrachtauto"
"https://data.crow.nl/imv/def/C22a6-milieu-bus-4-6","C22a6-milieu-bus-4-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor bussen van emissieklasse 4 tot en met 6.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22a6.svg"
"https://data.crow.nl/imv/def/C22a6-milieu-bus-4-6","C22a6-milieu-bus-4-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor bussen van emissieklasse 4 tot en met 6.","https://data.crow.nl/imv/term/C22a6-milieu-bus-4-6"
"https://data.crow.nl/imv/def/J29-tegenliggers","J29-tegenliggers","Verkeersbord dat een waarschuwing aanduidt voor tegenliggers","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J29.svg"
"https://data.crow.nl/imv/def/J29-tegenliggers","J29-tegenliggers","Verkeersbord dat een waarschuwing aanduidt voor tegenliggers","https://data.crow.nl/imv/term/J29-tegenliggers"
"https://data.crow.nl/imv/def/B5-voorrang-rechts","B5-voorrang-rechts","Een verkeersboord dat aangeeft dat je voorrang hebt op het volgende kruispunt met een weg van rechts","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/B5.svg"
"https://data.crow.nl/imv/def/B5-voorrang-rechts","B5-voorrang-rechts","Een verkeersboord dat aangeeft dat je voorrang hebt op het volgende kruispunt met een weg van rechts","https://data.crow.nl/imv/term/B5-voorrang-rechts"
"https://data.crow.nl/imv/def/C4-eenrichtingsweg","C4-eenrichtingsweg","Een verkeersbord dat aanduidt dat de weg een eenrichtingsweg is, naar rechts is deze richting open","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C4.svg"
"https://data.crow.nl/imv/def/C4-eenrichtingsweg","C4-eenrichtingsweg","Een verkeersbord dat aanduidt dat de weg een eenrichtingsweg is, naar rechts is deze richting open","https://data.crow.nl/imv/term/C4-eenrichtingsweg"
"https://data.crow.nl/imv/def/Zone","Zone","Tekst die aangeeft dat er een zone is waar een verkeersmaatregel geldt","https://data.crow.nl/imv/term/Zone"
"https://data.crow.nl/imv/def/Zone","Zone","Tekst die aangeeft dat er een zone is waar een verkeersmaatregel geldt","https://wetten.overheid.nl/jci1.3:c:BWBR0004825&hoofdstuk=III&paragraaf=2&artikel=66&z=2023-07-01&g=2023-07-01"
"https://data.crow.nl/imv/def/E7-laden-lossen","E7-laden-lossen","Een verkeersbord dat een gelegenheid aanduidt voor direct laden en lossen van goederen.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E7.svg"
"https://data.crow.nl/imv/def/E7-laden-lossen","E7-laden-lossen","Een verkeersbord dat een gelegenheid aanduidt voor direct laden en lossen van goederen.","https://data.crow.nl/imv/term/E7-laden-lossen"
"https://data.crow.nl/imv/def/E13-carpoolplaats","E13-carpoolplaats","Een verkeersbord dat parkeergelegenheid aangeeft ten behoeve van carpoolers.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E13.svg"
"https://data.crow.nl/imv/def/E13-carpoolplaats","E13-carpoolplaats","Een verkeersbord dat parkeergelegenheid aangeeft ten behoeve van carpoolers.","https://data.crow.nl/imv/term/E13-carpoolplaats"
"https://data.crow.nl/imv/def/B6-verleen-voorrang","B6-verleen-voorrang","Verkeersbord dat aangeeft dat je voorrang moet verlenen aan bestuurders op de kruisende weg","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/B6.svg"
"https://data.crow.nl/imv/def/B6-verleen-voorrang","B6-verleen-voorrang","Verkeersbord dat aangeeft dat je voorrang moet verlenen aan bestuurders op de kruisende weg","https://data.crow.nl/imv/term/B6-verleen-voorrang"
"https://data.crow.nl/imv/def/G1-autosnelweg","G1-autosnelweg","Verkeersbord dat aanduidt dat het een autosnelweg betreft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G1.svg"
"https://data.crow.nl/imv/def/G1-autosnelweg","G1-autosnelweg","Verkeersbord dat aanduidt dat het een autosnelweg betreft","https://data.crow.nl/imv/term/G1-autosnelweg"
"https://data.crow.nl/imv/def/C22a2-milieuzone-4-6","C22a2-milieuzone-4-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor personen- en bedrijfsauto's van emissieklasse 4 tot en met 6.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22a2.svg"
"https://data.crow.nl/imv/def/C22a2-milieuzone-4-6","C22a2-milieuzone-4-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor personen- en bedrijfsauto's van emissieklasse 4 tot en met 6.","https://data.crow.nl/imv/term/C22a2-milieuzone-4-6"
"https://data.crow.nl/imv/def/G12b-einde-fiets-bromfietspad","G12b-einde-fiets-bromfietspad","Verkeersbord dat aanduidt dat het fiets/bromfietspad eindigt","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G12b.svg"
"https://data.crow.nl/imv/def/G12b-einde-fiets-bromfietspad","G12b-einde-fiets-bromfietspad","Verkeersbord dat aanduidt dat het fiets/bromfietspad eindigt","https://data.crow.nl/imv/term/G12b-einde-fiets-bromfietspad"
"https://data.crow.nl/imv/def/F12-einde-passeerbaan","F12-einde-passeerbaan","Een verkeersbord dat het einde van het verplicht gebruik van de passeerbaan aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F12.svg"
"https://data.crow.nl/imv/def/F12-einde-passeerbaan","F12-einde-passeerbaan","Een verkeersbord dat het einde van het verplicht gebruik van de passeerbaan aangeeft.","https://data.crow.nl/imv/term/F12-einde-passeerbaan"
"https://data.crow.nl/imv/def/Herhaling","Herhaling","Tekst die een herhaling aangeeft van de zone van een verkeersmaatregel","https://data.crow.nl/imv/term/Herhaling"
"https://data.crow.nl/imv/def/G10-einde-ruiterpad","G10-einde-ruiterpad","Verkeersbord dat aanduidt dat het ruiterpad eindigt","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G10.svg"
"https://data.crow.nl/imv/def/G10-einde-ruiterpad","G10-einde-ruiterpad","Verkeersbord dat aanduidt dat het ruiterpad eindigt","https://data.crow.nl/imv/term/G10-einde-ruiterpad"
"https://data.crow.nl/imv/def/C22a-milieuzone-diesel","C22a-milieuzone-diesel","Een verkeersbord dat aangeeft dat de weg gesloten is voor personen- en bedrijfsauto's, vrachtauto's of bussen met een dieselmotor vanwege de milieuzone.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22a.svg"
"https://data.crow.nl/imv/def/C22a-milieuzone-diesel","C22a-milieuzone-diesel","Een verkeersbord dat aangeeft dat de weg gesloten is voor personen- en bedrijfsauto's, vrachtauto's of bussen met een dieselmotor vanwege de milieuzone.","https://data.crow.nl/imv/term/C22a-milieuzone-diesel"
"https://data.crow.nl/imv/def/F21-vrachtwagenstrook","F21-vrachtwagenstrook","Een verkeersbord dat aangeeft dat een rijbaan uitsluitend bedoeld is voor vrachtauto's.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F21.svg"
"https://data.crow.nl/imv/def/F21-vrachtwagenstrook","F21-vrachtwagenstrook","Een verkeersbord dat aangeeft dat een rijbaan uitsluitend bedoeld is voor vrachtauto's.","https://data.crow.nl/imv/term/F21-vrachtwagenstrook"
"https://data.crow.nl/imv/def/C22a1-milieuzone-3-6","C22a1-milieuzone-3-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor personen- en bedrijfsauto's van emissieklasse 3 tot en met 6.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22a1.svg"
"https://data.crow.nl/imv/def/C22a1-milieuzone-3-6","C22a1-milieuzone-3-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor personen- en bedrijfsauto's van emissieklasse 3 tot en met 6.","https://data.crow.nl/imv/term/C22a1-milieuzone-3-6"
"https://data.crow.nl/imv/def/J22-voetgangsoversteek","J22-voetgangsoversteek","Verkeersbord dat een waarschuwing aanduidt voor voetgangersoversteekplaats","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J22.svg"
"https://data.crow.nl/imv/def/J22-voetgangsoversteek","J22-voetgangsoversteek","Verkeersbord dat een waarschuwing aanduidt voor voetgangersoversteekplaats","https://data.crow.nl/imv/term/J22-voetgangsoversteek"
"https://data.crow.nl/imv/def/C23-03-einde-spitsstrook","C23-03-einde-spitsstrook","Een verkeersbord dat aangeeft dat het einde van de spitsstrook is bereikt.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C23-03.svg"
"https://data.crow.nl/imv/def/C23-03-einde-spitsstrook","C23-03-einde-spitsstrook","Een verkeersbord dat aangeeft dat het einde van de spitsstrook is bereikt.","https://data.crow.nl/imv/term/C23-03-einde-spitsstrook"
"https://data.crow.nl/imv/def/J33-file","J33-file","Verkeersbord dat een waarschuwing aanduidt voor file","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J33.svg"
"https://data.crow.nl/imv/def/J33-file","J33-file","Verkeersbord dat een waarschuwing aanduidt voor file","https://data.crow.nl/imv/term/J33-file"
"https://data.crow.nl/imv/def/F22-einde-vrachtwagenstrook","F22-einde-vrachtwagenstrook","Een verkeersbord dat het einde van de rijbaan voor vrachtauto's aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F22.svg"
"https://data.crow.nl/imv/def/F22-einde-vrachtwagenstrook","F22-einde-vrachtwagenstrook","Een verkeersbord dat het einde van de rijbaan voor vrachtauto's aangeeft.","https://data.crow.nl/imv/term/F22-einde-vrachtwagenstrook"
"https://data.crow.nl/imv/def/C13-bromfiets","C13-bromfiets","Een verkeersbord dat aangeeft dat de weg gesloten is voor bromfietsen, snorfietsen en gehandicaptenvoertuigen met in werking zijnde motor.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C13.svg"
"https://data.crow.nl/imv/def/C13-bromfiets","C13-bromfiets","Een verkeersbord dat aangeeft dat de weg gesloten is voor bromfietsen, snorfietsen en gehandicaptenvoertuigen met in werking zijnde motor.","https://data.crow.nl/imv/term/C13-bromfiets"
"https://data.crow.nl/imv/def/J38-drempel","J38-drempel","Verkeersbord dat een waarschuwing aanduidt voor verkeersdrempel","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J38.svg"
"https://data.crow.nl/imv/def/J38-drempel","J38-drempel","Verkeersbord dat een waarschuwing aanduidt voor verkeersdrempel","https://data.crow.nl/imv/term/J38-drempel"
"https://data.crow.nl/imv/def/C23-02-spitsstrook-vrij","C23-02-spitsstrook-vrij","Een verkeersbord dat aangeeft dat de spitsstrook moet worden vrijgemaakt.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C23-02.svg"
"https://data.crow.nl/imv/def/C23-02-spitsstrook-vrij","C23-02-spitsstrook-vrij","Een verkeersbord dat aangeeft dat de spitsstrook moet worden vrijgemaakt.","https://data.crow.nl/imv/term/C23-02-spitsstrook-vrij"
"https://data.crow.nl/imv/def/B1-voorrang","B1-voorrang","Een verkeersbord dat aangeeft dat de weg waarop men rijdt een voorrangsweg is","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/B1.svg"
"https://data.crow.nl/imv/def/B1-voorrang","B1-voorrang","Een verkeersbord dat aangeeft dat de weg waarop men rijdt een voorrangsweg is","https://data.crow.nl/imv/term/B1-voorrang"
"https://data.crow.nl/imv/def/G11-verplicht-fietspad","G11-verplicht-fietspad","Verkeersbord dat aanduidt dat het een verplicht fietspad betreft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G11.svg"
"https://data.crow.nl/imv/def/G11-verplicht-fietspad","G11-verplicht-fietspad","Verkeersbord dat aanduidt dat het een verplicht fietspad betreft","https://data.crow.nl/imv/term/G11-verplicht-fietspad"
"https://data.crow.nl/imv/def/Na-x-meter","Na-x-meter","Wit rechthoekig icoon met de tekst Na x meter, soms alleen x meter, met x de afstand in meters naar de locatie waarvoor de verkeersmaatregel geldt.","https://data.crow.nl/imv/term/Na-x-meter"
"https://data.crow.nl/imv/def/C20-aslast","C20-aslast","Een verkeersbord dat aangeeft dat de weg gesloten is voor voertuigen waarvan de aslast hoger is dan op het bord is aangegeven.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C20.svg"
"https://data.crow.nl/imv/def/C20-aslast","C20-aslast","Een verkeersbord dat aangeeft dat de weg gesloten is voor voertuigen waarvan de aslast hoger is dan op het bord is aangegeven.","https://data.crow.nl/imv/term/C20-aslast"
"https://data.crow.nl/imv/def/A2-einde-snelheid","A2-einde-snelheid","Verkeersbord dat het einde van de wettelijke maximumsnelheid aangeeft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/A2.svg"
"https://data.crow.nl/imv/def/A2-einde-snelheid","A2-einde-snelheid","Verkeersbord dat het einde van de wettelijke maximumsnelheid aangeeft","https://data.crow.nl/imv/term/A2-einde-snelheid"
"https://data.crow.nl/imv/def/E6-gehandicaptenparkeerplaats","E6-gehandicaptenparkeerplaats","Een verkeersbord dat aangeeft dat er een parkeerplaats is voor gehandicapten.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E6.svg"
"https://data.crow.nl/imv/def/E6-gehandicaptenparkeerplaats","E6-gehandicaptenparkeerplaats","Een verkeersbord dat aangeeft dat er een parkeerplaats is voor gehandicapten.","https://data.crow.nl/imv/term/E6-gehandicaptenparkeerplaats"
"https://data.crow.nl/imv/def/E5-taxistandplaats","E5-taxistandplaats","Een verkeersbord dat een taxistandplaats aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E5.svg"
"https://data.crow.nl/imv/def/E5-taxistandplaats","E5-taxistandplaats","Een verkeersbord dat een taxistandplaats aangeeft.","https://data.crow.nl/imv/term/E5-taxistandplaats"
"https://data.crow.nl/imv/def/F1-inhaalverbod","F1-inhaalverbod","Een verkeersbord dat aangeeft dat motorvoertuigen verboden zijn elkaar in te halen.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F1.svg"
"https://data.crow.nl/imv/def/F1-inhaalverbod","F1-inhaalverbod","Een verkeersbord dat aangeeft dat motorvoertuigen verboden zijn elkaar in te halen.","https://data.crow.nl/imv/term/F1-inhaalverbod"
"https://data.crow.nl/imv/def/E12-ov-parkeerplaats","E12-ov-parkeerplaats","Een verkeersbord dat parkeergelegenheid aangeeft ten behoeve van OV-overstappers.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E12.svg"
"https://data.crow.nl/imv/def/E12-ov-parkeerplaats","E12-ov-parkeerplaats","Een verkeersbord dat parkeergelegenheid aangeeft ten behoeve van OV-overstappers.","https://data.crow.nl/imv/term/E12-ov-parkeerplaats"
"https://data.crow.nl/imv/def/C3-eenrichtingsweg","C3-eenrichtingsweg","Een verkeersbord dat aanduidt dat de weg een eenrichtingsweg is, in deze richting open","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C3.svg"
"https://data.crow.nl/imv/def/C3-eenrichtingsweg","C3-eenrichtingsweg","Een verkeersbord dat aanduidt dat de weg een eenrichtingsweg is, in deze richting open","https://data.crow.nl/imv/term/C3-eenrichtingsweg"
"https://data.crow.nl/imv/def/Wielklem","Wielklem","Tekst of afbeelding die een wielklem aangeeft.","https://data.crow.nl/imv/term/Wielklem"
"https://data.crow.nl/imv/def/J17-versmalling","J17-versmalling","Verkeersbord dat een waarschuwing aanduidt voor rijbaanversmalling","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J17.svg"
"https://data.crow.nl/imv/def/J17-versmalling","J17-versmalling","Verkeersbord dat een waarschuwing aanduidt voor rijbaanversmalling","https://data.crow.nl/imv/term/J17-versmalling"
"https://data.crow.nl/imv/def/G5-erf","G5-erf","Verkeersbord dat aanduidt dat het een erf betreft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G5.svg"
"https://data.crow.nl/imv/def/G5-erf","G5-erf","Verkeersbord dat aanduidt dat het een erf betreft","https://data.crow.nl/imv/term/G5-erf"
"https://data.crow.nl/imv/def/D6-keuze-rijrichting","D6-keuze-rijrichting","Een verkeersbord dat een gebod aangeeft tot het volgen van één van de rijrichtingen die op het bord zijn aangegeven.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/D6.svg"
"https://data.crow.nl/imv/def/D6-keuze-rijrichting","D6-keuze-rijrichting","Een verkeersbord dat een gebod aangeeft tot het volgen van één van de rijrichtingen die op het bord zijn aangegeven.","https://data.crow.nl/imv/term/D6-keuze-rijrichting"
"https://data.crow.nl/imv/def/G4-einde-autoweg","G4-einde-autoweg","Verkeersbord dat aanduidt dat de autoweg eindigt","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G4.svg"
"https://data.crow.nl/imv/def/G4-einde-autoweg","G4-einde-autoweg","Verkeersbord dat aanduidt dat de autoweg eindigt","https://data.crow.nl/imv/term/G4-einde-autoweg"
"https://data.crow.nl/imv/def/IcoonRvv-gevaarlijkeStoffen","Icoon rvv-gevaarlijke stoffen","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op voertuigen met gevaarlijke stoffen, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-gevaarlijkeStoffen"
"https://data.crow.nl/imv/def/IcoonRvv-voetganger","Icoon rvv-voetganger","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op voetgangers, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-voetganger"
"https://data.crow.nl/imv/def/IcoonRvv-aanhangwagen","Icoon rvv-aanhangwagen","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op motorvoertuigen met aanhangwagen, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-aanhangwagen"
"https://data.crow.nl/imv/def/IcoonRvv-bromfiets","Icoon rvv-bromfiets","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op bromfietsen, snorfietsen en gehandicaptenvoertuigen, met in werking zijnde motor, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-bromfiets"
"https://data.crow.nl/imv/def/IcoonRvv-autobus","Icoon rvv-autobus","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op autobussen, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-autobus"
"https://data.crow.nl/imv/def/IcoonRvv-tram","Icoon rvv-tram","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op trams, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-tram"
"https://data.crow.nl/imv/def/IcoonRvv-vrachtauto","Icoon rvv-vrachtauto","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op vrachtauto's, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-vrachtauto"
"https://data.crow.nl/imv/def/IcoonRvv-bedrijfsauto","Icoon rvv-bedrijfsauto","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op bedrijfsauto's, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-bedrijfsauto"
"https://data.crow.nl/imv/def/IcoonRvv-fiets","Icoon rvv-fiets","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op fietsen en voor gehandicaptenvoertuigen zonder motor, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-fiets"
"https://data.crow.nl/imv/def/IcoonRvv-ruiter","Icoon rvv-ruiter","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op ruiters, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-ruiter"
"https://data.crow.nl/imv/def/IcoonKampeerwagen","Icoon kampeerwagen","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op kampeerwagens, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonKampeerwagen"
"https://data.crow.nl/imv/def/IcoonRvv-motorfiets","Icoon rvv-motorfiets","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op motorfietsen, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-motorfiets"
"https://data.crow.nl/imv/def/IcoonRvv-trekker","Icoon rvv-trekker","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op landbouw- en bosbouwtrekkers, motorrijtuigen met beperkte snelheid en mobiele machines, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-trekker"
"https://data.crow.nl/imv/def/IcoonRvv-motorvoertuig","Icoon rvv-motorvoertuig","Icoon waarmee in een onderbord kan worden aangeduid dat een verkeersmaatregel van toepassing is op motorvoertuigen op meer dan twee wielen, of dat deze juist uitgezonderd zijn.","https://data.crow.nl/imv/term/IcoonRvv-motorvoertuig"
