textSigns	count	percent	histogram
UITGEZONDERD IN DE VAKKEN	20	0.00	
invaliden gratis	20	0.00	
CAMERATOEZICHT	20	0.00	
19-6h;6-19h	20	0.00	
ma t/m vr. 11.00-14.00h	20	0.00	
300 m;afsluitbomen dalen automatisch	20	0.00	
MODDER	20	0.00	
;AUTODATE	19	0.00	
wegsleepregeling van kracht;autodelen Greenwheels	19	0.00	
ma. t/m za. 09.00-18.00 h do. tot 21.00 h	19	0.00	
;uitsluitend voor en gedurende het opladen van elektrische voertuigen;	19	0.00	
(brom)fietsers op de rijbaan	19	0.00	
obstakel in wegdek	19	0.00	
Rayon 2	19	0.00	
;herhaling	19	0.00	
geen ingang	19	0.00	
1500 m	19	0.00	
Fietsers op de rijbaan	19	0.00	
175 m	19	0.00	
ma. t/m za. 09.00-18.00 h	19	0.00	
personeel	19	0.00	
5 km	19	0.00	
uitgezonderd ma t/m vr 8-18 h	19	0.00	
wildrooster in wegdek	19	0.00	
greetz	19	0.00	
PARKEREN VERBODEN	19	0.00	
Slagbomen dalen automatisch	19	0.00	
1km	19	0.00	
ma t/m vr 6 - 19 h	19	0.00	
Spelende kinderen	19	0.00	
Na 100 m	19	0.00	
Uitsluitend elektrische auto's	19	0.00	
worden verwijderd	19	0.00	
UITGEZONDERD FIETSERS EN BROMFIETSERS	19	0.00	
slipgevaar	19	0.00	
bestemmings- verkeer toegestaan	19	0.00	
Verboden voor bouwverkeer	19	0.00	
Uitgezonderd aanwonenden	19	0.00	
1000 m	19	0.00	
ambulance	19	0.00	
geen gladheids- bestrijding	19	0.00	
gevaarlijke kruising	19	0.00	
route passeer rustig;	19	0.00	
max. 3h	18	0.00	
max. 24 h	18	0.00	
inrit vrijhouden	18	0.00	
9-18 h	18	0.00	
Parkeer in de vakken en uitsluitend voor bezoekers	18	0.00	
Dagkaarten toegestaan	18	0.00	
bewoners	18	0.00	
;opladen elektrische motorvoertuigen	18	0.00	
uitsluitend elektrische auto's;	18	0.00	
600m	18	0.00	
stapvoets rijden	18	0.00	
Keerlus	18	0.00	
uitgezonderd lijnbussen en ontheffinghouders	18	0.00	
uitsluitend parkeren in de vakken	18	0.00	
Uitgezonderd hulpdiensten	18	0.00	
ook voor de bermen	18	0.00	
U VERLAAT EEN UITRIT	18	0.00	
100 M	18	0.00	
Overstekende kinderen	18	0.00	
stop 200 m	18	0.00	
uitsluitend autodaten	18	0.00	
m.u.v. parkeervakken	18	0.00	
Welkom Midden in Drenthe Jouw thuisbasis in Drenthe!	18	0.00	
Parkeren verboden op dinsdag 00-18 h i.v.m.aanbiedplaats minicontainers	18	0.00	
betreden op eigen risico	18	0.00	
8-18 h	18	0.00	
uitgezonderd bevoorrading	18	0.00	
ma t/m za 8-18 h	18	0.00	
alleen voor voertuigen langer dan 5 m	18	0.00	
;ma t/m do 07.00-11.00h en tijdens winkelsluiting	18	0.00	
Bouwverkeer	18	0.00	
sector 1 Zuid	18	0.00	
m.u.v. bewoners	18	0.00	
fietsstraat toegestaan;	18	0.00	
oprijden tot stopstreep	18	0.00	
cameratoezicht camera surveillance	18	0.00	
5190	18	0.00	
algemeen	18	0.00	
landbouwsluis	18	0.00	
Verboden fietsen te plaatsen	18	0.00	
BEWONERS	18	0.00	
voetgangers voorrang	18	0.00	
MATIG UW SNELHEID	18	0.00	
bromfiets op rijbaan	18	0.00	
Bij gladheid wordt niet gestrooid	18	0.00	
Opladen elektrische voortuigen	18	0.00	
uitgezonderd onleesbaar	18	0.00	
uitgezonderd landbouwvoertuigen	18	0.00	
wegsleepregeling van kracht;uitsluitend bezoekers	18	0.00	
automatische slagbomen	18	0.00	
alleen om elektrische voertuigen op te laden;	17	0.00	
;Laden elektrische auto	17	0.00	
;Opladen elektrische voertuigen;10.00-22.00 h	17	0.00	
Geldt ook voor de berm	17	0.00	
ma t/m vr 8.00-18.00h	17	0.00	
uitgezonderd vergunning- houders	17	0.00	
uitgezonderd in de parkeervakken	17	0.00	
ma t/m za 9 - 18 h en do tot 21 h zo 13 -18 h;	17	0.00	
Rechts voorrang	17	0.00	
in-/uitrit bouwverkeer	17	0.00	
ZONE	17	0.00	
geldt ook voor de bermen	17	0.00	
;verhoogde rijbaanscheiding	17	0.00	
wegsleepregeling van kracht;uitgezonderd ma t/m vr 8-18h	17	0.00	
PARKEREN VERBODEN OP DONDERDAG 00-18 H i.v.m. AANBIEDPLAATS MINICONTAINERS	17	0.00	
onmiddellijk laden en lossen. voertuigbreedte max. 2.00 m	17	0.00	
School zone	17	0.00	
afrit	17	0.00	
uitgezonderd lijndiensten	17	0.00	
BETREDEN OP EIGEN RISICO	17	0.00	
150 m;150 m	17	0.00	
Passeerplaats	17	0.00	
Bij groen Ã©Ã©n voertuig	17	0.00	
verkeer van rechts voorrang	17	0.00	
Uitsluitend Autodate Greenwheels 24 uur	17	0.00	
ma t/m za 9-18 h vr 9-21 h	17	0.00	
uitgezonderd aanliggende percelen	17	0.00	
PARKEREN BEZOEKERS	17	0.00	
300 m;slagbomen dalen automatisch	17	0.00	
ruiters	17	0.00	
ma t/m vr 8-16h	17	0.00	
Opladen elektrische auto;	17	0.00	
180 m	17	0.00	
opstelplaats brandweer	17	0.00	
deelauto Greenwheels	17	0.00	
wegsleepregeling van kracht;;onleesbaar	17	0.00	
ma t/m za 10 t/m 18h	17	0.00	
bij nat wegdek 250 m	17	0.00	
UITGEZONDERD AANWONENDEN	17	0.00	
TRAM	17	0.00	
Personeel	17	0.00	
09.00 - 16.00 h max 2h	17	0.00	
voetgangers	17	0.00	
U verlaat een uitrit	17	0.00	
Opladen elektrische  voertuigen;	17	0.00	
max. 1 uur	16	0.00	
GEVAARLIJKE UITRIT	16	0.00	
max. 10 min.	16	0.00	
Brug open Motor af	16	0.00	
Alleen laden en lossen	16	0.00	
ma t/m za 09.00-18.00	16	0.00	
Verhoogde rijbaanscheiding	16	0.00	
ma t/m za 08.00 - 18.00 h	16	0.00	
;max 3h	16	0.00	
ALLEEN VOOR BEWONERS	16	0.00	
GEVAARLIJKE BERM	16	0.00	
Let op! rechts gaat voor	16	0.00	
smalle berm	16	0.00	
100 m;afsluitbomen dalen automatisch	16	0.00	
LET OP! onleesbaar	16	0.00	
ma-za 09-18h koopavond 18-21h (vaste koopavond: vrijdag) koopzondag 11-18h	16	0.00	
maandag	16	0.00	
uitgezonderd personeel	16	0.00	
Fietsers uitgezonderd	16	0.00	
verkeer van rechts heeft voorrang	16	0.00	
Parkeerplaats vrijhouden op inzameldagen minicontainers	16	0.00	
In-/uitrit werkverkeer	16	0.00	
obstakels in de berm	16	0.00	
;wielklemregeling van kracht Ã¢âÂ¬ 159	16	0.00	
uitgezonderd (brom) fietsers	16	0.00	
beperkte gladheidsbestrijding	16	0.00	
Don en vrij huisvuil ophaaldag	16	0.00	
ontheffinghouders toegestaan	16	0.00	
PARKEREN UITSLUITEND IN DE VAKKEN	16	0.00	
6x	16	0.00	
Connectcars	16	0.00	
10 m	16	0.00	
Rijbaan en trottoir	16	0.00	
UITGEZONDERD BEWONERS	16	0.00	
maandagen	16	0.00	
ma t/m za 8.00-23.00 h koopzondagen 12.00-17.00 h	16	0.00	
inclusief bermen	16	0.00	
Rayon 2.101 permit holders only	16	0.00	
2X PARKEREN VERBODEN OP DONDERDAG 00-18 H i.v.m. AANBIEDPLAATS MINICONTAINERS	16	0.00	
ma t/m vr 10-11h 14-15h 19-20h	16	0.00	
BRANDWEER	16	0.00	
20 m;uitgezonderd	16	0.00	
uitgezonderd ontheffing-houders	16	0.00	
2km	16	0.00	
begin 30 km zone	16	0.00	
Uitgezonderd bewoners	16	0.00	
geen uitgang	16	0.00	
inrit vrijlaten	16	0.00	
Uitrit werkverkeer	16	0.00	
en exploitatie aanliggende percelen;uitgezonderd	16	0.00	
7442;Uitsluitend vergunning- en dagkaarthouders	15	0.00	
Let op! Verhoogde rijbaanscheiding	15	0.00	
RECHTS GAAT VOOR	15	0.00	
uitgezonderd met aantoonbare bestemming	15	0.00	
Snorfietsen op Wibautstraat op fietspad	15	0.00	
zand gestrooid kans op gladheid	15	0.00	
ma t/m za 8.00-20.00h	15	0.00	
ma t/m vr 06-09 h 15-19 h;uitgezonderd	15	0.00	
CBR	15	0.00	
m.u.v. werkdagen 08.00-18.00h	15	0.00	
150 m;afsluitbomen dalen automatisch	15	0.00	
30m	15	0.00	
oneven maanden	15	0.00	
ma. t/m vr. 08.00-16.00 h	15	0.00	
ARTS	15	0.00	
;;allen voor opladen elektrische voertuigen	15	0.00	
gevaarlijke wegkanten	15	0.00	
allen op maandag 1 p vak	15	0.00	
Eigen weg Toegang op eigen risico	15	0.00	
alleen voor opladen elektrische voertuigen   OB504;	15	0.00	
parkeren alleen voor bewoners	15	0.00	
;;;	15	0.00	
;alleen voor opladen elektrishe voertuigen	15	0.00	
ma t/m za 12 - 24 h	15	0.00	
na 1 km	15	0.00	
ZONE spelende kinderen	15	0.00	
ma t/m za 09.00-19.00h	15	0.00	
Fietsen stallen alleen toegestaan bij symbool	15	0.00	
UITSLUITEND ELEKTRISCHE VOERTUIGEN	15	0.00	
uitgezonderd lijnbussen en ontheffing- houders	15	0.00	
van zonsondergang tot zonsopgang	15	0.00	
Rayon 2.102 permit holders only	15	0.00	
Gevaarlijke wegkanten	15	0.00	
ALLEEN VOOR BEZOEKERS	15	0.00	
ma t/m za 12-24 h	15	0.00	
;2X	15	0.00	
slagbomen sluiten automatisch	15	0.00	
slagboom	15	0.00	
max. 15 min	15	0.00	
ma t/m za 8.00-18.00 h do tot 21.00 h	15	0.00	
uitsluitend opladen elektrische personenauto's	15	0.00	
uitrit 2x	15	0.00	
Landbouwsluis	15	0.00	
tariefzone B	15	0.00	
betaald parkeren	15	0.00	
dus in de vakken	15	0.00	
OM DE 350 M	15	0.00	
let op!	15	0.00	
400 m;uitgezonderd	15	0.00	
(Brom)fietsen buiten de rekken/vakken of langer dan 21 dagen gestald worden verwijderd.(Artikel 2.52 APV) (Brom) fiets weg? Kijk op parkeren.almere.nl	15	0.00	
ma t/m vr 6-10 h 15-19 h	15	0.00	
ma t/m za 09-18 h	15	0.00	
Parkeren max. 1 uur	15	0.00	
alleen voor elektrische auto's	15	0.00	
FIETSERS OVERSTEKEN	15	0.00	
ma t/m za 9-21 h;dagkaart 9249	15	0.00	
ma t/m vr 7-18 h	15	0.00	
Verboden in te rijden	15	0.00	
Bezoekers Visitors	15	0.00	
Brug open	15	0.00	
;donderdag en vrijdag;Opstelplaats Minicontainers	15	0.00	
uitgezonderd Brandweer	15	0.00	
GEMEENTE MAASGOUW.	15	0.00	
Uitrit vrijhouden	15	0.00	
NA 150 M	15	0.00	
Oplaadpunt uitsluitend parkeren voor elektrische voertuigen die zichtbaar worden opgeladen;	14	0.00	
;VERBODEN TE PARKEREN	14	0.00	
ma t/m vr 9.00-16.00 h	14	0.00	
uitgezonderd;na 20 m	14	0.00	
PARKEER AUTO EN KOOP DIRECT EEN KAARTJE BIJ DE PARKEERAUTOMAAT PARKEER IN DE VAKKEN	14	0.00	
na 30 m;uitgezonderd	14	0.00	
200 m;verhoogde rijbaanscheiding	14	0.00	
ma t/m vr 08.00-18.00h	14	0.00	
na 120 m	14	0.00	
70m	14	0.00	
VERBODEN IN TE RIJDEN	14	0.00	
uitsluitend in de vakken parkeren	14	0.00	
uitgezonderd;uitgezonderd aanwonenden	14	0.00	
uitgezonderd fietsen	14	0.00	
ma t/m za 9.00-18.00h	14	0.00	
alleen voor autodate	14	0.00	
uitgezonderd de vakken	14	0.00	
ma t/m vr 9-18 h	14	0.00	
na 40 m;uitgezonderd	14	0.00	
UITGEZONDERD LIJNDIENSTEN	14	0.00	
;(brom)fietsers in de voorrang	14	0.00	
Uitsluitend voor bezoekers	14	0.00	
Betreden op eigen risico	14	0.00	
na 450 m	14	0.00	
ruiters toegestaan	14	0.00	
ConnectCar	14	0.00	
overhangende bomen	14	0.00	
Opladen Elektrische Voertuigen	14	0.00	
ma t/m za 09-18 h vr 18-21 h	14	0.00	
verboden toegang voor onbevoegden	14	0.00	
ma t/m za 8-18h	14	0.00	
Geldt niet tijdens voetbalwedstrijden	14	0.00	
Spitsstrook open;6-19h;6-19h	14	0.00	
Alleen voor bewoners	14	0.00	
19-6h;6-19h;19-6h;6-19h	14	0.00	
ma t/m za 09.00-21.00 h	14	0.00	
Uitgezonderd bestemmingsverkeer kern Made	14	0.00	
fietsers uitgezonderd	14	0.00	
UITSLUITEND OPLADEN ELEKTRISCHE AUTO'S	14	0.00	
;dagkaart toegestaan	14	0.00	
uitgezonderd huisvuil ophaaldagen	14	0.00	
90 m	14	0.00	
;Uitsluitend opladen elektrische auto	14	0.00	
ma t/m vr 7-19 h	14	0.00	
STOP 200 m	14	0.00	
Bij nat wegdek	14	0.00	
parkeren alleen voor vergunninghouders	14	0.00	
voor voertuigen langer dan 6 m of hoger dan 2.4 m uitgezonderd ma t/m vr 8.00-18.00 h en aangewezen plaatsen	14	0.00	
6 - 19 h;6-19h	14	0.00	
;Opladen elektrische voertuigen;Opladen elektrische voertuigen	14	0.00	
;wielklemregeling van kracht â¬ 159	14	0.00	
bij groen een auto	14	0.00	
;uitsluitend voor opladen elektrische auto's	14	0.00	
BETAALD PARKEREN PARKEER UW AUTO EN KOOP DIRECT EEN KAARTJE BIJ DE PARKEERAUTOMAAT PARKEREN IN DE VAKKEN	14	0.00	
Afsluitbomen dalen automatisch	14	0.00	
200 m;afsluitbomen dalen automatisch	14	0.00	
ma t/m vr 09.00-18.00 h	14	0.00	
uitgezonderd ma t/m vrij 06.00-18.00 uur	14	0.00	
uitgezonderd t.b.v aanwonenden en exploitatie aanliggende percelen	14	0.00	
snorfietsers verboden;fietsen is toegestaan	14	0.00	
PARKEREN VERBODEN OP DONDERDAG 00.18 H i.v.m. AANBIEDPLAATS MINICONTAINERS	14	0.00	
na 350 m	14	0.00	
m.u.v. laden en lossen	14	0.00	
uitgezonderd bestemmingsverkeer en invalidevoertuigen	14	0.00	
ma t/ m za 09.00 - 19.00 h	14	0.00	
(brom-)fietsers uitgezonderd	14	0.00	
uitgezonderd huisvuil ophaaldagen ma 22 u - di 19 u (2 wekelijks) di 22 u - wo 19 u (wekelijks) wo 22 u - do 19 u (4 wekelijks) volgens de inzamelkalender	14	0.00	
850 m	14	0.00	
bij brugkoeling	14	0.00	
zondag 0.00-24.00 h;uitgezonderd aanwonenden	14	0.00	
Bromfietsers op rijbaan	14	0.00	
na 700 m	14	0.00	
SCHOOLZONE Matig uw snelheid!	14	0.00	
dagkaart Â£7.50 toegestaan	14	0.00	
max 4 h	14	0.00	
gevaarlijk kruispunt	14	0.00	
na 50 meter	14	0.00	
;Opladen elektrische  voertuigen	14	0.00	
NS Zonetaxi	14	0.00	
laden en lossen	14	0.00	
Uitgezonderd in de vakken	14	0.00	
;alleen in de vakken	14	0.00	
schoolkinderen	14	0.00	
max. 30 min	14	0.00	
UITGEZONDERD (BROM) FIETSEN	14	0.00	
ma t/m za 8.00-18.00 h koopavonden18.00-21.00 h	14	0.00	
honden aangelijnd	14	0.00	
Alleen voor opladen elektrische voertuigen;alleen voor opladen elektrische voertuigen	14	0.00	
fietsstraat toegestaan;;fietsstraat	14	0.00	
verboden voor bouwverkeer	14	0.00	
Parkeren uitgezonderd ma t/m vrij 06.00-18.00 uur	14	0.00	
alleen voor bezoekers	14	0.00	
gladheid bij vorst	14	0.00	
max 1 uur	14	0.00	
strooigrens	14	0.00	
max 2 uur	14	0.00	
wegsleepregeling van kracht;uitsluitend parkeren voor bezoekers en medewerkers	14	0.00	
Bewoners	14	0.00	
fietsen toegestaan snor-en bromfietsen niet	14	0.00	
(BROM)FIETSERS	13	0.00	
ma t/m vr 7.00-17.00 h	13	0.00	
(brom) fietsers op de rijbaan	13	0.00	
Uitgezonderd 100% elektrisch ontheffinghouders hulpdiensten	13	0.00	
geen gladheidsbestrijding	13	0.00	
100 m;verhoogde rijbaanscheiding	13	0.00	
verboden voor honden	13	0.00	
uitgezonderd ma t/m vr 08.00-18.00 h	13	0.00	
20m	13	0.00	
1 april - 1 oktober	13	0.00	
18-10 h;uitgezonderd;snor- en bromfietsen niet toegestaan	13	0.00	
uitgezonderd;na 30 m	13	0.00	
7 km	13	0.00	
gemarkeerde weggedeelten vrijhouden	13	0.00	
dagkaart toegestaan	13	0.00	
bouwverkeer	13	0.00	
VERBODEN TOEGANG VOOR ONBEVOEGDEN	13	0.00	
einde verharde weg	13	0.00	
onleesbaar;onleesbaar;onleesbaar	13	0.00	
woensdag	13	0.00	
wegsleepregeling van kracht;VERBODEN TE PARKEREN	13	0.00	
dus niet brommen en snorren	13	0.00	
IN DE VAKKEN	13	0.00	
keerlus	13	0.00	
maandag t/m vrijdag 08.00-17.00 h	13	0.00	
50m;uitgezonderd	13	0.00	
minder mag ook	13	0.00	
oplaadpunt Uitsluitend parkeren voor elektrische voertuigen die zichtbaar worden opgeladen.;;	13	0.00	
GEEN INGANG	13	0.00	
uitsluitend voor opladen elektrische voertuigen	13	0.00	
wegsleepregeling van kracht;inrit vrijlaten	13	0.00	
SCHEEPSWERF BROUWER B.V.	13	0.00	
Uitsluitend opladen van elektrische voertuigen	13	0.00	
Gereserveerd	13	0.00	
alleen op dag vuilophaal 6 -18 h	13	0.00	
uitgezonderd;50 m	13	0.00	
50 m;	13	0.00	
veerooster;veerooster	13	0.00	
;fietsers en bromfietsers	13	0.00	
Uitsluitend vergunning- en dagkaarthouders;7442	13	0.00	
uitgezonderd fietsers en bestemmingsverkeer	13	0.00	
BEHALVE (BROM)FIETSERS	13	0.00	
;Onleesbaar	13	0.00	
Arts	13	0.00	
wegsleepregeling van kracht;Verboden te parkeren	13	0.00	
Verboden voor honden	13	0.00	
25 m;uitgezonderd	13	0.00	
ma t/m vr 9-18 h za 9-17 h	13	0.00	
32240	13	0.00	
wegsleepregeling van kracht;op last van de BRANDWEER	13	0.00	
let op voetgangers	13	0.00	
350m	13	0.00	
langere remweg	13	0.00	
;ALGEMEEN	13	0.00	
hier geen (brom)fietsen plaatsen.Deze wonden verwijderd.www.utrecht.nl/fietseweg	13	0.00	
(brom)fietsers afstappen	13	0.00	
na 800 m	13	0.00	
passeerhavens voor landbouwverkeer	13	0.00	
let op! spelende kinderen	13	0.00	
Let op! drempels	13	0.00	
NO ENTRY	13	0.00	
na 75m	13	0.00	
08.00-18.00h	13	0.00	
uitgezonderd;halen / brengen van goederen / personen in zone	13	0.00	
maandag t/m zaterdag 09.00-18.00 h	13	0.00	
ma t/m za 08.00-18.00 uur	13	0.00	
40 m;uitgezonderd	13	0.00	
;Uitsluitend voor opladen elektrische voertuigen	13	0.00	
alleen voor bewoners	13	0.00	
alleen opladen elektrische voertuigen;	13	0.00	
ma t/m vr 8.00-16.00h	13	0.00	
geldt voor het gehele terrein	13	0.00	
uitgezonderd fietsers en voetgangers	13	0.00	
ma t/m za 8.00-23.00h koopzondagen 12.00-17.00h	13	0.00	
10 km	13	0.00	
uitgezonderd taxi	13	0.00	
750 m	13	0.00	
Let op ! rechts gaat voor	13	0.00	
ma. t/m za. 09.00-18.00 h Koopavonden tot 21.00 h	13	0.00	
uitgezonderd;Honden aangelijnd	13	0.00	
Uitgezonderd bouwverkeer	13	0.00	
GELDT OOK VOOR DE BERMEN	13	0.00	
ma t/m za 09.00-19.00 h	13	0.00	
200m;uitgezonderd	13	0.00	
75 m;uitgezonderd	13	0.00	
5	13	0.00	
ma. t/m za. 9.00-18.00 h	13	0.00	
Let op! school	13	0.00	
alleen op donderdag 2 P-vakken	13	0.00	
;opladen elektrische voertuigen;2x	13	0.00	
uitrit Brandweer	12	0.00	
125 m	12	0.00	
uitsluitend voor en gedurende het opladen van elektrische voertuigen	12	0.00	
6 -19 h	12	0.00	
wegsleepregeling van kracht;uitgezonderd bewoners	12	0.00	
;2 x	12	0.00	
UITGEZONDERD FIETSEN EN BROMFIETSEN	12	0.00	
uitgezonderd parkeervergunninghouders	12	0.00	
toegestaan Fietsers: ma t/m do 18 - 09 h vr. en koopavond 21 - 09 h za 17 h - ma 09 h Snorfietsers niet	12	0.00	
;3x	12	0.00	
ma t/m do 9-18 h vr 9-21 h za 9-17 h	12	0.00	
APV 5.1.10	12	0.00	
uitgezonderd ma. t/ m vr. 8.00-18.00 uur	12	0.00	
;Fietsers en voetgangers	12	0.00	
GERESERVEERD VOOR BEZOEKERS	12	0.00	
deelauto;Greenwheels	12	0.00	
fietsers te gast snorfietsers verboden	12	0.00	
maximale doorrijhoogte 2	12	0.00	
ma t/m vr 08.00 - 16.00 h	12	0.00	
;;uitsluitend laden elektrische voertuigen	12	0.00	
wegsleepregeling van kracht;Greenwheel	12	0.00	
opladen elektrische voertuigen;alleen voor opladen elektrische voertuigen	12	0.00	
ma. t/m za. 9-21 h	12	0.00	
uitsluitend opladen elektrische auto's;	12	0.00	
INRIT	12	0.00	
slipgevaar bij vorst	12	0.00	
alleen voor opladen elektrische voertuigen;alleen voor opladen elektrische voertuigen	12	0.00	
uitgezonderd;verkeerssituatie gewijzigd	12	0.00	
ma t/m vr 8-18h	12	0.00	
wegsleepregeling van kracht;;max.30 min. Bestuurder dient bij voertuig te blijven	12	0.00	
Denk aan onze kinderen	12	0.00	
max 15 min	12	0.00	
;9-21 h	12	0.00	
na 200 m;uitgezonderd	12	0.00	
na 2	12	0.00	
Uitsluitend voor opladen elektrische voertuigen	12	0.00	
uitgezonderd eigenaren aanliggende percelen en grondgebruikers	12	0.00	
gereserveerd	12	0.00	
;drempels	12	0.00	
ma t/m vrij 18.00-8.00 h za en zo	12	0.00	
uitgezonderd in parkeervakken	12	0.00	
afsluitbomen dalen automatisch gemarkeerde weggedeelte vrijhouden	12	0.00	
Fietsen worden verwijderd	12	0.00	
uitsluitend deelauto's Greenwheels	12	0.00	
geldt alleen voor vrachtauto's	12	0.00	
max 1 h	12	0.00	
70 m;uitgezonderd	12	0.00	
fietsers toegestaan snor-/bromfietsen niet toegestaan	12	0.00	
verboden voor ruiters	12	0.00	
Uitgezonderd	12	0.00	
nieuw wegdek langere remweg	12	0.00	
130 m	12	0.00	
;autodate greenwheels	12	0.00	
onlesbaar	12	0.00	
Eigen terrein	12	0.00	
speeltuin	12	0.00	
uitruk hulpdiensten	12	0.00	
GELDT NIET VOOR FIETSERS	12	0.00	
ma. t/m za. 8-20h zondag 12-20h	12	0.00	
GEEN DOORGAAND VERKEER	12	0.00	
ALLEEN BEWONERS	12	0.00	
uitsluitend voor bewoners	12	0.00	
ma t/m vr 06.00-19.00 h	12	0.00	
550 m	12	0.00	
waterschap Hollandse Delta	12	0.00	
let op! verhoogde rijbaanscheiding	12	0.00	
maandag t/m zaterdag 09.00-18.00 uur koopavond tot 21.00 uur	12	0.00	
alleen op donderdag	12	0.00	
;bij groen één voertuig	12	0.00	
UITSLUITEND BEWONERS	12	0.00	
na 20 m;uitgezonderd	12	0.00	
BEZOEKERS onleesbaar	12	0.00	
NA 50 M	12	0.00	
Oplaadpunt uitsluitend parkeren voor elektrische voertuigen die zichtbaar worden opgeladen	12	0.00	
2 vakken	12	0.00	
wegsleepregeling van kracht;Uitsluitend bezoekers van	12	0.00	
PARKEREN IN DE BERM VERBODEN art.5.10 APV Rheden	12	0.00	
;Opladen elektrische voertuigen;10.00-22.00 h;	12	0.00	
wegsleepregeling van kracht;GreenWheels	12	0.00	
De wielergemeente van Nederland www.puurrucphen.nl	11	0.00	
uitgezonderd lijnbussen en (brom) fietsers	11	0.00	
Vergunninghouders model UU-3	11	0.00	
fietser toegestaan	11	0.00	
60 m;uitgezonderd	11	0.00	
Snorfietsen op Nassaukade op fietspad;	11	0.00	
Greenwheels Autodelen	11	0.00	
7	11	0.00	
ma t/m vr 9-17 h do 9-21 h za 10-17 h	11	0.00	
;wielklemregeling van kracht onleesbaar	11	0.00	
ma t/m za 09.00 t/m 18.30 h koopavond tot 21.30 h	11	0.00	
12.00-20.00 h	11	0.00	
;Opladen elektrische voortuigen	11	0.00	
Max. 15 min.	11	0.00	
;10.00-22.00h;opladen elektrische voertuigen	11	0.00	
bij belsignaal brug vrijmaken	11	0.00	
uitgezonderd verkeer met aantoonbare bestemming	11	0.00	
let op! kinderen	11	0.00	
alleen in vakken	11	0.00	
Let op uw snelheid	11	0.00	
fietsen toegestaan snorfietsers verboden	11	0.00	
uitgezonderd fietsers en vergunning- houders	11	0.00	
;uitsluitend opladen elektrisch(e) voertuig(en)	11	0.00	
3km	11	0.00	
uitgezonderd;na 150 m	11	0.00	
Pas op! Fietsers	11	0.00	
sector 1 ma t/m vr 7.00 13.00 h	11	0.00	
PLATEAU	11	0.00	
UITSLUITEND BINNEN DE VAKKEN	11	0.00	
gescheperde schaapskudde	11	0.00	
ma t/m vr 6 - 10 h 15 - 19 h	11	0.00	
Uitsluitend in de vakken	11	0.00	
bestuurders van rechts voorrang	11	0.00	
na 100 meter	11	0.00	
;Langer dan 6 m Hoger dan 2	11	0.00	
uitgezonderd in P-vakken	11	0.00	
;Genehmigung erforderlich	11	0.00	
ma t/m vr 18-8 h za/zo 0-24 h	11	0.00	
;alleen elektrisch opladen	11	0.00	
Let op ! verhoogde rijbaanscheiding	11	0.00	
fietsers van rechts	11	0.00	
opladen elektrisch voertuig;	11	0.00	
uitgezonderd lijnbussen en (brom)fietsers	11	0.00	
;Let op! Fietsoversteekplaats	11	0.00	
ma t/m za 9-20h zondag 12-17h	11	0.00	
Deelauto Mywheels	11	0.00	
vogels	11	0.00	
Stapvoets rijden!	11	0.00	
ma-vr 07.00-19.00h uitgezonderd Reade;	11	0.00	
DENK AAN ONZE KINDEREN	11	0.00	
uitgezonderd lijnbussen ontheffing- houders	11	0.00	
650 m	11	0.00	
Gemeente Amsterdam	11	0.00	
1000m	11	0.00	
vrijhouden voor hulpdiensten	11	0.00	
wegsleepregeling van kracht;camerabewaking	11	0.00	
dinsdag vrijhouden i.v.m. ophalen containers vanaf 07:30 uur tot 16:00 uur	11	0.00	
NIET PARKEREN	11	0.00	
;Max 2 h	11	0.00	
;sector 4	11	0.00	
ma t/m vr. 11.00-14.00h;ZONE AS sector 1	11	0.00	
;Allen voor opladen elektrische voertuigen	11	0.00	
met uitzondering van aangewezen plaatsen	11	0.00	
geldt niet voor de vakken	11	0.00	
bromfietsers op de rijbaan	11	0.00	
SCHOOLZONEze	11	0.00	
uitgezonderd;uitgezonderd;uitgezonderd	11	0.00	
geldig van ma t/m za van 8-18 h koopavonden van 18-22 h	11	0.00	
ZACHTE BERM	11	0.00	
ma t/m za 10.00-20.00 h;	11	0.00	
Huisarts	11	0.00	
uitsluitend bezoekers onleesbaar	11	0.00	
LANGZAAM RIJDEN	11	0.00	
1200 m	11	0.00	
Parkeer eerst uw auto en koop direct een kaartje bij de parkeerautomaat	11	0.00	
ma t/m vr 07.30-18.00 h	11	0.00	
na 400m	11	0.00	
Parkeren verboden	11	0.00	
Zone 2	11	0.00	
na 600 m	11	0.00	
OOSTERPARK	11	0.00	
gratis max 3h	11	0.00	
automatisch hekwerk	11	0.00	
Scanauto's controleren betaald parkeren	11	0.00	
Woonerf dus stapvoets rijden	11	0.00	
BEZOEKER	11	0.00	
Fietsers oversteken	11	0.00	
wegsleepregeling van kracht;alleen in de vakken	11	0.00	
ma t/m vr 06-18 h	11	0.00	
dus geen paarden	11	0.00	
;ALLEEN VOOR BEWONERS	11	0.00	
FIETSERS VOERTUIGEN VOOR INVALIDEN EN RUITERS OP RUITERPADEN TOEGESTAAN	11	0.00	
ma t/m za 09.00-18.00h	11	0.00	
pas op fietsers	11	0.00	
verplicht achteruit inparkeren	11	0.00	
wegsleepregeling van kracht;autodate GreenWheels	11	0.00	
uitgezonderd;Verkeerssituatie gewijzigd	11	0.00	
2x;alleen voor opladen elektrische voertuigen	11	0.00	
