rvvCode; blackCode; zoneCode; textSigns;;;;;;Naam; Snelheid;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde onderbord 1;atrtribuutnaam 2;Waarde onderbord 2
A1;50;;BEDRIJVENPARK BORCHWERF II BEVEILIGDE MET CAMERA'S;;;;;;A1;50;;Parkeerinstructie;Omschrijving;BEDRIJVENPARK BORCHWERF II BEVEILIGDE MET CAMERA'S;;
A1;50;;BEDRIJVENPARKBORCWERF II BEVEILIGD MET CAMERA'S;;;;;;A1;50;;Parkeerinstructie;Omschrijving;BEDRIJVENPARKBORCWERF II BEVEILIGD MET CAMERA'S;;
A1;30;;Bedrijventerrein Gors;;;;;;A1;30;;Vrije tekst;Omschrijving;Bedrijventerrein Gors;;
A1;30;;Begraafplaats Waalhoven;;;;;;A1;30;;Vrije tekst;Omschrijving;Begraafplaats Waalhoven;;
A1(Zone);30;;BEHALVE HUURDERS GARAGE BOXEN;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;BEHALVE HUURDERS GARAGE BOXEN;;
A1(Zone);60;;beperkte gladheidsbestrijding;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;beperkte gladheidsbestrijding;;
A1;;;beperkte winterdienst van toepassing;;;;;;A1;;;Waarschuwing;Omschrijving;beperkte winterdienst van toepassing;;
A1;30;;Beperkte winterdienst van toepassing;;;;;;A1;30;;Waarschuwing;Omschrijving;Beperkte winterdienst van toepassing;;
A1;50;;BEREIKBAAR;;;;;;A1;50;;Vrije tekst;Omschrijving;BEREIKBAAR;;
A1;60;;berm obstakels;;;;;;A1;60;;Waarschuwing;Omschrijving;berm obstakels;;
A1;60;;Berm Obstakels;;;;;;A1;60;;Waarschuwing;Omschrijving;Berm Obstakels;;
A1(Zone);60;;bestemmingsverkeer toegestaan;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;bestemmingsverkeer toegestaan;;
A1(Zone);30;;Betaal parkeren vanaf 01-01-2022 parkeren.almere.nl;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Betaal parkeren vanaf 01-01-2022 parkeren.almere.nl;;
A1(Zone);30;;Betaald parkeren vanaf 01-01-2022 parkeren.almere.nl;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Betaald parkeren vanaf 01-01-2022 parkeren.almere.nl;;
A1(Zone);30;;Betreden aanliggende percelen/terreinen verboden;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Betreden aanliggende percelen/terreinen verboden;;
A1;15;;betreden en parkeren op eigen risico;;;;;;A1;15;;Parkeerinstructie;Omschrijving;betreden en parkeren op eigen risico;;
A1;15;;betreden op eigen risico;;;;;;A1;15;;Vrije tekst;Omschrijving;betreden op eigen risico;;
A1;15;;BETREDEN OP EIGEN RISICO;;;;;;A1;15;;Vrije tekst;Omschrijving;BETREDEN OP EIGEN RISICO;;
A1;30;;Betreden op eigen risico;;;;;;A1;30;;Vrije tekst;Omschrijving;Betreden op eigen risico;;
A1(Zone);30;;Betreden op eigen risico;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Betreden op eigen risico;;
A1;15;;Betreden op eigen risico!;;;;;;A1;15;;Vrije tekst;Omschrijving;Betreden op eigen risico!;;
A1;15;;BETREDEN TERREIN VOOR EIGEN RISICO;;;;;;A1;15;;Vrije tekst;Omschrijving;BETREDEN TERREIN VOOR EIGEN RISICO;;
A1(Zone);30;;Betreden van dit terrein op eigen risico;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Betreden van dit terrein op eigen risico;;
A1(Zone);30;;Bewoners werken hier gezamenlijk aan een schone en veilige buurt ! Whatsapp onleesbaar;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Bewoners werken hier gezamenlijk aan een schone en veilige buurt ! Whatsapp onleesbaar;;
A1;15;;Bezoekers onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;Bezoekers onleesbaar;;
A1;15;;BEZOEKERS VERPLICHT MELDEN;;;;;;A1;15;;Vrije tekst;Omschrijving;BEZOEKERS VERPLICHT MELDEN;;
A1;15;;Bezoekers voor het OBA bedrijfsterrein dienen zich vooraf te melden bij de portier aan de Westhavenweg 70;;;;;;A1;15;;Vrije tekst;Omschrijving;Bezoekers voor het OBA bedrijfsterrein dienen zich vooraf te melden bij de portier aan de Westhavenweg 70;;
A1(Zone);30;;BIJ DROOGTE STOFVORMING LANGZAAM RIJDEN;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;BIJ DROOGTE STOFVORMING LANGZAAM RIJDEN;;
A3;;;bij file bus op vluchtstrook;;;;;;A3;;;Waarschuwing;Omschrijving;bij file bus op vluchtstrook;;
A3;;;bij file lijnbus op vluchtstrook;;;;;;A3;;;Waarschuwing;Omschrijving;bij file lijnbus op vluchtstrook;;
A3;;;bij FILE spoorbaan VRIJ laten;;;;;;A3;;;Waarschuwing;Omschrijving;bij FILE spoorbaan VRIJ laten;;
A1;30;;Bij gesloten toegangshek melden bij witte infozuil;;;;;;A1;30;;Vrije tekst;Omschrijving;Bij gesloten toegangshek melden bij witte infozuil;;
A1(Zone);30;;Bij gladheid wordt niet gestrooid;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Bij gladheid wordt niet gestrooid;;
A1(Zone);60;;bij gladheid wordt niet gestrooid;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;bij gladheid wordt niet gestrooid;;
A1(Zone);30;;bij gladheid wordt niet gestrooid !;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;bij gladheid wordt niet gestrooid !;;
A1(Zone);30;;bij hinderlijk parkeren wordt gesleept;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;bij hinderlijk parkeren wordt gesleept;;
A1;15;;BIJ LADEN EN LOSSEN MOTOR UIT!;;;;;;A1;15;;Vrije tekst;Omschrijving;BIJ LADEN EN LOSSEN MOTOR UIT!;;
A1;30;;bij nat wegdek;;;;;;A1;30;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;70;;bij nat wegdek;;;;;;A1;70;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;70;;bij nat wegdek;;;;;;A1;70;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;70;;bij nat wegdek;;;;;;A1;70;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 1 km;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 100 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;120;;bij nat wegdek 1000 m;;;;;;A1;120;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 1000 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 1000 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 1000m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 100m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 1500 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 2000 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;70;;bij nat wegdek 250 m;;;;;;A1;70;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 250 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;Bij nat wegdek 250 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 250 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 250 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;Bij nat wegdek 250m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 250m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;Bij nat wegdek 400m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 4500 m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;120;;bij nat wegdek 700 m;;;;;;A1;120;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek na 1500m;;;;;;A1;90;;Bij nat wegdek;Omschrijving;Bij nat wegdek;;
A1;90;;bij nat wegdek 1 km;;;;;;A1;90;;Werkingslengte;werkingslengte;1000;;
A1;90;;bij nat wegdek 100 m;;;;;;A1;90;;Werkingslengte;werkingslengte;100;;
A1;120;;bij nat wegdek 1000 m;;;;;;A1;120;;Werkingslengte;werkingslengte;1000;;
A1;90;;bij nat wegdek 1000 m;;;;;;A1;90;;Werkingslengte;werkingslengte;1000;;
A1;90;;bij nat wegdek 1000 m;;;;;;A1;90;;Werkingslengte;werkingslengte;1000;;
A1;90;;bij nat wegdek 1000m;;;;;;A1;90;;Werkingslengte;werkingslengte;1000;;
A1;90;;bij nat wegdek 100m;;;;;;A1;90;;Werkingslengte;werkingslengte;100;;
A1;90;;bij nat wegdek 1500 m;;;;;;A1;90;;Werkingslengte;werkingslengte;1500;;
A1;90;;bij nat wegdek 2000 m;;;;;;A1;90;;Werkingslengte;werkingslengte;2000;;
A1;70;;bij nat wegdek 250 m;;;;;;A1;70;;Werkingslengte;werkingslengte;250;;
A1;90;;bij nat wegdek 250 m;;;;;;A1;90;;Werkingslengte;werkingslengte;250;;
A1;90;;Bij nat wegdek 250 m;;;;;;A1;90;;Werkingslengte;werkingslengte;250;;
A1;90;;bij nat wegdek 250 m;;;;;;A1;90;;Werkingslengte;werkingslengte;250;;
A1;90;;bij nat wegdek 250 m;;;;;;A1;90;;Werkingslengte;werkingslengte;250;;
A1;90;;Bij nat wegdek 250m;;;;;;A1;90;;Werkingslengte;werkingslengte;250;;
A1;90;;bij nat wegdek 250m;;;;;;A1;90;;Werkingslengte;werkingslengte;250;;
A1;90;;Bij nat wegdek 400m;;;;;;A1;90;;Werkingslengte;werkingslengte;400;;
A1;90;;bij nat wegdek 4500 m;;;;;;A1;90;;Werkingslengte;werkingslengte;4500;;
A1;120;;bij nat wegdek 700 m;;;;;;A1;120;;Werkingslengte;werkingslengte;700;;
A1;90;;bij nat wegdek na 1500m;;;;;;A1;90;;Werkingslengte;werkingslengte;1500;;
A1;15;;Bij onraad-calamiteiten 070-386 59 62 BKS Beheer B.v.;;;;;;A1;15;;Vrije tekst;Omschrijving;Bij onraad-calamiteiten 070-386 59 62 BKS Beheer B.v.;;
A1(Zone);60;;BIJ PARKEREN WEG NIET BLOKKEREN;;;;;;A1;60;Zone;Parkeerinstructie;Omschrijving;BIJ PARKEREN WEG NIET BLOKKEREN;;
A4;30;;bij passeren van fietsers;;;;;;A4;30;;Vrije tekst;Omschrijving;bij passeren van fietsers;;
A2(Zone);30;;Bij sneeuw en ijs verkeer gestremd;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Bij sneeuw en ijs verkeer gestremd;;
A1;15;;Binnen dit fabrieksterrein gelden de bepalingen van het Bedrijfsreglement Nijmeegse Betonindustrie De Hamer BV;;;;;;A1;15;;Vrije tekst;Omschrijving;Binnen dit fabrieksterrein gelden de bepalingen van het Bedrijfsreglement Nijmeegse Betonindustrie De Hamer BV;;
A1;15;;Binnen dit fabrieksterrein gelden de bepalingen van het Bedrijfsreglement Nijmeegse Betonindustrie De Hamer BV;;;;;;A1;15;;Vrije tekst;Omschrijving;Binnen dit fabrieksterrein gelden de bepalingen van het Bedrijfsreglement Nijmeegse Betonindustrie De Hamer BV;;
A3;;;bomen sluiten automatisch;;;;;;A3;;;Vrije tekst;Omschrijving;bomen sluiten automatisch;;
A1(Zone);60;;Booneschans;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Booneschans;;
A4;30;;Bouwmarkt Heijink bereikbaar;;;;;;A4;30;;Vrije tekst;Omschrijving;Bouwmarkt Heijink bereikbaar;;
A1(Zone);30;;BOUWSTRATEN TOEGANG EIGEN RISICO;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;BOUWSTRATEN TOEGANG EIGEN RISICO;;
A1(Zone);30;;Bouwstratenmatig uw snelheid;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Bouwstratenmatig uw snelheid;;
A1(Zone);30;;Bouwterrein betreden op eigen risico;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Bouwterrein betreden op eigen risico;;
A1(Zone);30;;bouwterrein inrijden op eigen risico;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;bouwterrein inrijden op eigen risico;;
A1;30;;bouwterrein LETOP! bouwverkeer;;;;;;A1;30;;Vrije tekst;Omschrijving;bouwterrein LETOP! bouwverkeer;;
A1(Zone);30;;bouwverkeer;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;bouwverkeer;;
A1(Zone);30;;Bouwverkeer Alberdaheerd !!;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Bouwverkeer Alberdaheerd !!;;
A1;70;;BOUWVERKEER CONTREIE;;;;;;A1;70;;Vrije tekst;Omschrijving;BOUWVERKEER CONTREIE;;
A1;50;;bouwverkeer kloosterburen ERA contour volgen;;;;;;A1;50;;Vrije tekst;Omschrijving;bouwverkeer kloosterburen ERA contour volgen;;
A1(Zone);30;;Bouwverkeer MAX. 15 km/h;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Bouwverkeer MAX. 15 km/h;;
A1;15;;Bouwverkeer stapvoets rijden i.v.m. trillingshinder;;;;;;A1;15;;Vrije tekst;Omschrijving;Bouwverkeer stapvoets rijden i.v.m. trillingshinder;;
A1(Zone);30;;Bouwweg;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Bouwweg;;
A1;15;;Bouwwerkeer stapvoets rijden i.v.m. trillingshinder;;;;;;A1;15;;Vrije tekst;Omschrijving;Bouwwerkeer stapvoets rijden i.v.m. trillingshinder;;
A1(Zone);60;;Boven Pekela;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Boven Pekela;;
A1;50;;Bowling Ockenburg active;;;;;;A1;50;;Vrije tekst;Omschrijving;Bowling Ockenburg active;;
A1;30;;BREEVELD 20-28 BEREIKBAAR VIA HARMELEN;;;;;;A1;30;;Vrije tekst;Omschrijving;BREEVELD 20-28 BEREIKBAAR VIA HARMELEN;;
A1(Zone);30;;BROM / FIETSERS RICHTING VEENENDAAL OVERSTEKEN;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;BROM / FIETSERS RICHTING VEENENDAAL OVERSTEKEN;;
A2(Zone);30;;BROM / FIETSERS RICHTING VEENENDAAL OVERSTEKEN;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;BROM / FIETSERS RICHTING VEENENDAAL OVERSTEKEN;;
A1;60;;Bromfiets op de rijbaan;;;;;;A1;60;;Waarschuwing;Omschrijving;Bromfiets op de rijbaan;;
A1;60;;Bromfietsers op rijbaan;;;;;;A1;60;;Waarschuwing;Omschrijving;Bromfietsers op rijbaan;;
A1(Zone);30;;Bromfietsers Station Lutterade Via Julianatunnel;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Bromfietsers Station Lutterade Via Julianatunnel;;
A1;60;;BROMMERS OP DE RIJBAAN;;;;;;A1;60;;Waarschuwing;Omschrijving;BROMMERS OP DE RIJBAAN;;
A1(Zone);30;;brug op afstand bediend;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;brug op afstand bediend;;
A1(Zone);60;;brug open;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;brug open;;
A1;50;;Brug open Motor af;;;;;;A1;50;;Vrije tekst;Omschrijving;Brug open Motor af;;
A1(Zone);30;;BRUG OPEN MOTOR AF;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;BRUG OPEN MOTOR AF;;
A2(Zone);30;;Brug open Motor af;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Brug open Motor af;;
A4;40;;Brug open Motor af;;;;;;A4;40;;Vrije tekst;Omschrijving;Brug open Motor af;;
A4;30;;brug open motor uit;;;;;;A4;30;;Vrije tekst;Omschrijving;brug open motor uit;;
A2(Zone);30;;brug open motor uit !!;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;brug open motor uit !!;;
A1;30;;bruglengte 5;;;;;;A1;30;;Vrije tekst;Omschrijving;bruglengte 5;;
A1(Zone);30;;bus route niet parkeren;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;bus route niet parkeren;;
A1(Zone);30;;Buschauffeurs uitrit vrijhouden;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Buschauffeurs uitrit vrijhouden;;
A1(Zone);30;;Calamiteitenroute nood / hulpdiensten;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Calamiteitenroute nood / hulpdiensten;;
A1;15;;camera bewaking;;;;;;A1;15;;Vrije tekst;Omschrijving;camera bewaking;;
A1;15;;Camera Bewaking;;;;;;A1;15;;Vrije tekst;Omschrijving;Camera Bewaking;;
A1;15;;Camera- bewaking;;;;;;A1;15;;Vrije tekst;Omschrijving;Camera- bewaking;;
A1;30;;Camera Toezicht;;;;;;A1;30;;Vrije tekst;Omschrijving;Camera Toezicht;;
A1;15;;camerabewaking;;;;;;A1;15;;Vrije tekst;Omschrijving;camerabewaking;;
A1;15;;Camerabewaking;;;;;;A1;15;;Vrije tekst;Omschrijving;Camerabewaking;;
A1;15;;CAMERABEWAKING;;;;;;A1;15;;Vrije tekst;Omschrijving;CAMERABEWAKING;;
A1;15;;camerabewaking;;;;;;A1;15;;Vrije tekst;Omschrijving;camerabewaking;;
A1;30;;Camerabewaking;;;;;;A1;30;;Vrije tekst;Omschrijving;Camerabewaking;;
A1;30;;CAMERABEWAKING;;;;;;A1;30;;Vrije tekst;Omschrijving;CAMERABEWAKING;;
A1(Zone);30;;camerabewaking;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;camerabewaking;;
A1(Zone);30;;CAMERABEWAKING;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;CAMERABEWAKING;;
A2(Zone);60;;CAMERABEWAKING;;;;;;A2;60;Zone;Vrije tekst;Omschrijving;CAMERABEWAKING;;
A1;50;;Camera-bewaking;;;;;;A1;50;;Vrije tekst;Omschrijving;Camera-bewaking;;
A1(Zone);30;;camerabewaking 24 uur per dag; - blijf op de paden! - laat uw hond nietlos lopen! Automobilisten; -denk aan max. snelheid!!;;;;A1;30;Zone;Vrije tekst;Omschrijving;camerabewaking 24 uur per dag;;
A1(Zone);30;;Camerabewaking 24/7;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Camerabewaking 24/7;;
A1;15;;cameratoezicht;;;;;;A1;15;;Vrije tekst;Omschrijving;cameratoezicht;;
A1;15;;Cameratoezicht;;;;;;A1;15;;Vrije tekst;Omschrijving;Cameratoezicht;;
A1;15;;CAMERATOEZICHT;;;;;;A1;15;;Vrije tekst;Omschrijving;CAMERATOEZICHT;;
A1;30;;Cameratoezicht;;;;;;A1;30;;Vrije tekst;Omschrijving;Cameratoezicht;;
A1;50;;cameratoezicht;;;;;;A1;50;;Vrije tekst;Omschrijving;cameratoezicht;;
A1(Zone);30;;Cameratoezicht;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Cameratoezicht;;
A1(Zone);30;;CAMERATOEZICHT;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;CAMERATOEZICHT;;
A2(Zone);30;;cameratoezicht;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;cameratoezicht;;
A2(Zone);30;;Cameratoezicht;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Cameratoezicht;;
A2(Zone);60;;Cameratoezicht;;;;;;A2;60;Zone;Vrije tekst;Omschrijving;Cameratoezicht;;
A1;15;;Cameratoezicht 24/7;;;;;;A1;15;;Vrije tekst;Omschrijving;Cameratoezicht 24/7;;
A1;30;;cameratoezicht aanwezig;;;;;;A1;30;;Vrije tekst;Omschrijving;cameratoezicht aanwezig;;
A1;15;;Cameratoezicht Camera surveillance;;;;;;A1;15;;Vrije tekst;Omschrijving;Cameratoezicht Camera surveillance;;
A1(Zone);30;;cameratoezicht camera surveillance;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;cameratoezicht camera surveillance;;
A1(Zone);Unknown;;cameratoezicht camera surveillance;;;;;;A1;Unknown;Zone;Vrije tekst;Omschrijving;cameratoezicht camera surveillance;;
A1(Zone);60;;camperplaats hereikbaar;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;camperplaats hereikbaar;;
A4;30;;Camping;;;;;;A4;30;;Vrije tekst;Omschrijving;Camping;;
A1(Zone);30;;centrum;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;centrum;;
A1(Zone);30;;CENTRUM;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;CENTRUM;;
A2(Zone);30;;centrum fietsers oversteken;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;centrum fietsers oversteken;;
A1;50;;controle;;;;;;A1;50;;Vrije tekst;Omschrijving;controle;;
A1;80;;Controle;;;;;;A1;80;;Vrije tekst;Omschrijving;Controle;;
A1(Zone);30;;Dagelijks 18.00-24.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;starttijd;18:00:00;eindtijd;00:00:00
A1(Zone);30;;Damloperspad Afgesloten voor al het verkeer;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Damloperspad Afgesloten voor al het verkeer;;
A1(Zone);60;;De Meene;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;De Meene;;
A2(Zone);30;;De Nieuwe Ooster begraafplaats crematorium gedenkpark;20 m;;;;;A2;30;Zone;Parkeerinstructie;Omschrijving;De Nieuwe Ooster begraafplaats crematorium gedenkpark;;
A1(Zone);60;;De Ruiten;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;De Ruiten;;
A1;15;;De wegenverkeerswet is op het terrein van Camillus van toepassing.;;;;;;A1;15;;Vrije tekst;Omschrijving;De wegenverkeerswet is op het terrein van Camillus van toepassing.;;
A1(Zone);30;;De wielergemeente van Nederland onleesbaar;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;De wielergemeente van Nederland onleesbaar;;
A1;50;;De wielergemeente van Nederland www.puurrucphen.nl;;;;;;A1;50;;Vrije tekst;Omschrijving;De wielergemeente van Nederland www.puurrucphen.nl;;
A1(Zone);30;;De wielergemeente van Nederland www.puurrucphen.nl;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;De wielergemeente van Nederland www.puurrucphen.nl;;
A1(Zone);60;;De wielergemeente van Nederland www.puurrucphen.nl;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;De wielergemeente van Nederland www.puurrucphen.nl;;
A1;30;;denk aan de bewoners;;;;;;A1;30;;Waarschuwing;Omschrijving;denk aan de bewoners;;
A1;15;;DENK AAN DE BUREN;;;;;;A1;15;;Waarschuwing;Omschrijving;DENK AAN DE BUREN;;
A1;70;;Denk aan je snelheid Lage toeren=minder overlast;;;;;;A1;70;;Waarschuwing;Omschrijving;Denk aan je snelheid Lage toeren=minder overlast;;
A1;30;;DENK AAN ONZE KINDEREN;;;;;;A1;30;;Waarschuwing;Omschrijving;DENK AAN ONZE KINDEREN;;
A1(Zone);30;;DENK AAN ONZE KINDEREN; op eigen risico;;;;;A1;30;Zone;Waarschuwing;Omschrijving;DENK AAN ONZE KINDEREN;;
A2(Zone);60;;denk aan uw lichten;;;;;;A2;60;Zone;Waarschuwing;Omschrijving;denk aan uw lichten;;
A1;15;;DENK BIJ HET BETREDEN/VERLATEN VAN HET TERREIN AAN DE OMWONENDEN;;;;;;A1;15;;Waarschuwing;Omschrijving;DENK BIJ HET BETREDEN/VERLATEN VAN HET TERREIN AAN DE OMWONENDEN;;
A1;30;;Denkom uw snelheid;;;;;;A1;30;;Waarschuwing;Omschrijving;Denkom uw snelheid;;
A1;15;;Diet geldt op het gehele AEB terrein;;;;;;A1;15;;Vrije tekst;Omschrijving;Diet geldt op het gehele AEB terrein;;
A1;15;;Dit geldt op het gehele AEB terrein;;;;;;A1;15;;Vrije tekst;Omschrijving;Dit geldt op het gehele AEB terrein;;
A2(Zone);30;;dit is en uitrit;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;dit is en uitrit;;
A1;15;;Dit terrein is voorzien van CAMERATOEZICHT;;;;;;A1;15;;Vrije tekst;Omschrijving;Dit terrein is voorzien van CAMERATOEZICHT;;
A1;15;;Dit terrein wordt 24 uur per dag bewaakt;;;;;;A1;15;;Vrije tekst;Omschrijving;Dit terrein wordt 24 uur per dag bewaakt;;
A1;15;;Dit terrein wordt bewaakt met een video registratie systeem.;;;;;;A1;15;;Vrije tekst;Omschrijving;Dit terrein wordt bewaakt met een video registratie systeem.;;
A1;50;;Dit Zoetermeerse bedrijfsterrein wordt beveiligd door: onleesbaar beveiliging;;;;;;A1;50;;Vrije tekst;Omschrijving;Dit Zoetermeerse bedrijfsterrein wordt beveiligd door: onleesbaar beveiliging;;
A1(Zone);30;;Doorgaand rijverkeer gestremd ;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Doorgaand rijverkeer gestremd;;
A1(Zone);30;;Doorgaand verkeer;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Doorgaand verkeer;;
A3;;;doorgaand verkeer;;;;;;A3;;;Vrije tekst;Omschrijving;doorgaand verkeer;;
A1(Zone);30;;Doorgaand verkeer door Muiden afgesloten op zon- en feestdagen van 12.00 tot 20.00 h;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Doorgaand verkeer door Muiden afgesloten op zon- en feestdagen van 12.00 tot 20.00 h;;
A1(Zone);30;;Doorgaand verkeer door Muiden afgesloten op zon- en feestdagen van 12.00 tot 20.00 h;;;;;;A1;30;Zone;Tijdsbeperking;Omschrijving;Doorgaand verkeer door Muiden afgesloten op zon- en feestdagen van 12.00 tot 20.00 h;;
A1(Zone);60;;Doorgaand Verkeer: Diepenhorstlaan permanent afgesloten voor motorvoertuigen;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Doorgaand Verkeer: Diepenhorstlaan permanent afgesloten voor motorvoertuigen;;
A2(Zone);30;;doorgang Ambulance vrijlaten;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;doorgang Ambulance vrijlaten;;
A1(Zone);30;;Doorrijden tot aan verkeerslicht;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Doorrijden tot aan verkeerslicht;;
A2(Zone);30;;doorrijden tot stopstreep verkeerslcht;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;doorrijden tot stopstreep verkeerslcht;;
A1(Zone);30;;Dorp vol actie;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Dorp vol actie;;
A1;60;;Dorpskern De Weere 500 m;;;;;;A1;60;;Vrije tekst;Omschrijving;Dorpskern De Weere 500 m;;
A1;15;;drempel;;;;;;A1;15;;Waarschuwing;Omschrijving;drempel;;
A1;15;;Drempel;;;;;;A1;15;;Waarschuwing;Omschrijving;Drempel;;
A1;30;;drempel;;;;;;A1;30;;Waarschuwing;Omschrijving;drempel;;
A4;30;;drempel;;;;;;A4;30;;Waarschuwing;Omschrijving;drempel;;
A1;15;;drempels;;;;;;A1;15;;Waarschuwing;Omschrijving;drempels;;
A1;30;;drempels;;;;;;A1;30;;Waarschuwing;Omschrijving;drempels;;
